"Target;""Gene"";""Note"";""Product"";""Abs.Offset"";""Ref.seq.len"";""Translated""",,,,,,
"SED_RS01245;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""membrane protein"";""185776"";""465"";""yes""",,,,,,
"SED_RS01250;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""186658"";""324"";""yes""",,,,,,
"SED_RS01255;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""UPF0231 family protein"";""187252"";""363"";""yes""",,,,,,
"SED_RS01260;"""";""transports degraded pectin products into the bacterial cell; Derived by automated computational analysis using gene prediction method: Protein Homology."";""2-keto-3-deoxygluconate permease 1"";""187849"";""954"";""yes""",,,,,,
"SED_RS01265;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""membrane protein"";""188799"";""1272"";""yes""",,,,,,
"SED_RS01270;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""4-hydroxythreonine-4-phosphate dehydrogenase 2"";""190060"";""984"";""yes""",,,,,,
"SED_RS01275;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DeoR/GlpR transcriptional regulator"";""191053"";""768"";""yes""",,,,,,
"SED_RS01280;"""";""S-adenosylmethionine provides the aminopropyl moiety required for spermidine biosynthesis from putrescine; Derived by automated computational analysis using gene prediction method: Protein Homology."";""S-adenosylmethionine decarboxylase proenzyme"";""191850"";""795"";""yes""",,,,,,
"SED_RS01285;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""polyamine aminopropyltransferase"";""192665"";""861"";""yes""",,,,,,
"SED_RS01290;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""193632"";""348"";""yes""",,,,,,
"SED_RS01295;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""multicopper oxidase CueO"";""194181"";""1611"";""yes""",,,,,,
"SED_RS01300;"""";""quinoprotein glucose dehydrogenase; catalyzes the formation of D-glucono-1","5-lactone from D-glucose and ubiquinone; Derived by automated computational analysis using gene prediction method: Protein Homology."";""membrane-bound PQQ-dependent dehydrogenase"," glucose/quinate/shikimate family"";""195869"";""2391"";""yes""",,,,
"SED_RS01305;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypoxanthine phosphoribosyltransferase"";""198465"";""537"";""yes""",,,,,,
"SED_RS01310;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""carbonate dehydratase"";""199059"";""663"";""yes""",,,,,,
"SED_RS01315;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ABC transporter ATP-binding protein"";""199830"";""927"";""yes""",,,,,,
"SED_RS01320;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ABC transporter permease"";""200753"";""771"";""yes""",,,,,,
"SED_RS01325;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial protein StiH"";""201643"";""1080"";""yes""",,,,,,
"SED_RS01330;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial biogenesis outer membrane usher protein"";""202731"";""2547"";""yes""",,,,,,
"SED_RS01335;"""";""binds with fimbrial subunit LpfA; Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial assembly chaperone"";""205304"";""684"";""yes""",,,,,,
"SED_RS01340;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial protein StiA"";""206035"";""540"";""yes""",,,,,,
"SED_RS01345;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""PTS sugar transporter subunit IIA"";""206944"";""441"";""yes""",,,,,,
"SED_RS01350;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""polysaccharide deacetylase family protein"";""207446"";""1230"";""yes""",,,,,,
"SED_RS01355;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""aspartate 1-decarboxylase"";""208682"";""381"";""yes""",,,,,,
"SED_RS24280;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""209000"";""182"";""yes""",,,,,,
"SED_RS01360;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""pantoate--beta-alanine ligase"";""209157"";""855"";""yes""",,,,,,
"SED_RS01365;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""3-methyl-2-oxobutanoate hydroxymethyltransferase"";""210137"";""792"";""yes""",,,,,,
"SED_RS01370;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase"";""211049"";""480"";""yes""",,,,,,
"SED_RS01375;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""polynucleotide adenylyltransferase PcnB"";""211525"";""1419"";""yes""",,,,,,
"SED_RS01380;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tRNA glutamyl-Q(34) synthetase GluQRS"";""213084"";""897"";""yes""",,,,,,
"SED_RS01385;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""RNA polymerase-binding transcription factor DksA"";""214049"";""456"";""yes""",,,,,,
"SED_RS01390;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA/RNA nuclease SfsA"";""214681"";""705"";""yes""",,,,,,
"SED_RS01395;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""RNA 2'","3'-cyclic phosphodiesterase"";""215402"";""531"";""yes""",,,,,
"SED_RS01400;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ATP-dependent helicase HrpB"";""215960"";""2475"";""yes""",,,,,,
"SED_RS01405;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""bifunctional glycosyl transferase/transpeptidase"";""218575"";""2523"";""yes""",,,,,,
"SED_RS01410;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ferrichrome porin FhuA"";""221390"";""2190"";""yes""",,,,,,
"SED_RS01415;"""";""part of the FhuBCD ATP-dependent iron (III) hydroxamate transporter; Derived by automated computational analysis using gene prediction method: Protein Homology."";""Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC"";""223628"";""798"";""yes""",,,,,,
"SED_RS01420;"""";""Part of the FhuBCD ATP-dependent iron (III) hydroxamate transporter; binds to all hydroxamate siderophores; Derived by automated computational analysis using gene prediction method: Protein Homology."";""Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD"";""224425"";""891"";""yes""",,,,,,
"SED_RS01425;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""Fe(3+)-hydroxamate ABC transporter permease FhuB"";""225312"";""2058"";""yes""",,,,,,
"SED_RS24285;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""227406"";""207"";""yes""",,,,,,
"SED_RS01430;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial protein"";""228309"";""561"";""yes""",,,,,,
"SED_RS01435;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""outer membrane usher protein"";""228955"";""2658"";""yes""",,,,,,
"SED_RS01440;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial protein StfD"";""231630"";""753"";""yes""",,,,,,
"SED_RS01445;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""232401"";""513"";""yes""",,,,,,
"SED_RS01450;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial protein SteE"";""232910"";""477"";""yes""",,,,,,
"SED_RS01455;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fimbrial protein"";""233386"";""531"";""yes""",,,,,,
"SED_RS01460;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF2544 domain-containing protein"";""233916"";""840"";""yes""",,,,,,
"SED_RS01465;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""glutamate-1-semialdehyde 2","1-aminomutase"";""234863"";""1281"";""yes""",,,,,
"SED_RS01470;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ClC family H(+)/Cl(-) exchange transporter"";""236313"";""1422"";""yes""",,,,,,
"SED_RS01475;"""";""essential respiratory protein A; may be involved in the transfer of iron-sulfur clusters; essential for growth using oxygen or alternate electron acceptors; Derived by automated computational analysis using gene prediction method: Protein Homology."";""iron-sulfur cluster insertion protein ErpA"";""237816"";""345"";""yes""",,,,,,
"SED_RS01480;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""238261"";""624"";""yes""",,,,,,
"SED_RS01485;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""cobalamin-binding protein"";""238921"";""801"";""yes""",,,,,,
"SED_RS01490;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"";""239714"";""699"";""yes""",,,,,,
"SED_RS01495;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""deoxyguanosinetriphosphate triphosphohydrolase"";""240497"";""1518"";""yes""",,,,,,
"SED_RS01500;"""";""protease Do; required at high temperature; degrades damaged proteins; Derived by automated computational analysis using gene prediction method: Protein Homology."";""periplasmic serine endoprotease DegP"";""242144"";""1428"";""yes""",,,,,,
"SED_RS01505;"""";""regulates the expression of the operons for the enzymes involved in galactarate"," glucarate and glycerate utilization; Derived by automated computational analysis using gene prediction method: Protein Homology."";""CdaR family transcriptional regulator"";""243724"";""1158"";""yes""",,,,,
"SED_RS01510;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""viral enhancing factor"";""244938"";""3033"";""yes""",,,,,,
"SED_RS01515;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF3461 domain-containing protein"";""248156"";""387"";""yes""",,,,,,
"SED_RS01520;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""MFS transporter"";""248789"";""1302"";""yes""",,,,,,
